שם רשות מקומית,שנה,רכב פרטי
"עין כרם-בי""ס חקלאי",2018,8
"עין כרם-בי""ס חקלאי",2019,9
עין כרמל,2015,206
עין כרמל,2016,239
עין כרמל,2017,239
עין כרמל,2018,238
עין כרמל,2019,249
עין מאהל,2015,"2,829"
עין מאהל,2016,"3,076"
עין מאהל,2017,"3,384"
עין מאהל,2018,"3,569"
עין מאהל,2019,"3,880"
עין נקובא,2015,611
עין נקובא,2016,657
עין נקובא,2017,744
עין נקובא,2018,817
עין נקובא,2019,900
עין עירון,2015,215
עין עירון,2016,237
עין עירון,2017,240
עין עירון,2018,245
עין עירון,2019,244
עין צורים,2015,201
עין צורים,2016,184
עין צורים,2017,187
עין צורים,2018,190
עין צורים,2019,194
עין קנייא,2015,615
עין קנייא,2016,675
עין קנייא,2017,721
עין קנייא,2018,796
עין קנייא,2019,852
עין ראפה,2015,265
עין ראפה,2016,271
עין ראפה,2017,306
עין ראפה,2018,331
עין ראפה,2019,355
עין שמר,2015,176
עין שמר,2016,190
עין שמר,2017,199
עין שמר,2018,221
עין שמר,2019,220
עין שריד,2015,563
עין שריד,2016,595
עין שריד,2017,626
עין שריד,2018,628
עין שריד,2019,657
עין תמר,2015,68
עין תמר,2016,69
עין תמר,2017,70
עין תמר,2018,75
עין תמר,2019,87
עינת,2015,325
עינת,2016,317
עינת,2017,343
עינת,2018,348
עינת,2019,367
עכו,2015,"12,750"
עכו,2016,"13,411"
עכו,2017,"14,247"
עכו,2018,"14,884"
עכו,2019,"15,606"
עלומים,2015,77
עלומים,2016,82
עלומים,2017,88
עלומים,2018,98
עלומים,2019,98
עלי זהב,2015,408
עלי זהב,2016,510
עלי זהב,2017,636
עלי זהב,2018,796
עלי זהב,2019,997
עלי,2015,745
עלי,2016,762
עלי,2017,803
עלי,2018,824
עלי,2019,883
עלמה,2015,267
עלמה,2016,269
עלמה,2017,270
עלמה,2018,270
עלמה,2019,283
עלמון,2015,464
עלמון,2016,480
עלמון,2017,529
עלמון,2018,544
עלמון,2019,576
עמוקה,2015,82
עמוקה,2016,74
עמוקה,2017,84
עמוקה,2018,83
עמוקה,2019,84
עמיחי,2018,35
עמיחי,2019,41
עמינדב,2015,346
עמינדב,2016,359
עמינדב,2017,368
עמינדב,2018,358
עמינדב,2019,355
עמיעד,2015,116
עמיעד,2016,126
עמיעד,2017,131
עמיעד,2018,144
עמיעד,2019,156
עמיעוז,2015,117
עמיעוז,2016,119
עמיעוז,2017,123
עמיעוז,2018,134
עמיעוז,2019,146
עמיקם,2015,262
עמיקם,2016,273
עמיקם,2017,280
עמיקם,2018,278
עמיקם,2019,301
עמיר,2015,190
עמיר,2016,207
עמיר,2017,211
עמיר,2018,221
עמיר,2019,217
עמנואל,2015,358
עמנואל,2016,396
עמנואל,2017,450
עמנואל,2018,493
עמנואל,2019,554
עמקה,2015,242
עמקה,2016,264
עמקה,2017,302
עמקה,2018,303
עמקה,2019,336
ענב,2015,186
ענב,2016,195
ענב,2017,208
ענב,2018,230
ענב,2019,253
עספיא,2015,"3,575"
עספיא,2016,"3,850"
עספיא,2017,"4,198"
עספיא,2018,"4,364"
עספיא,2019,"4,602"
עפולה,2015,"12,934"
עפולה,2016,"13,919"
עפולה,2017,"14,949"
עפולה,2018,"15,900"
עפולה,2019,"16,954"
עפרה,2015,680
עפרה,2016,717
עפרה,2017,765
עפרה,2018,744
עפרה,2019,756
עצמון שגב,2015,375
עצמון שגב,2016,414
עצמון שגב,2017,431
עצמון שגב,2018,448
עצמון שגב,2019,474
עראבה,2015,"6,235"
עראבה,2016,"6,851"
עראבה,2017,"7,370"
עראבה,2018,"7,811"
עראבה,2019,"8,274"
עראמשה,2015,395
עראמשה,2016,410
עראמשה,2017,430
עראמשה,2018,471
עראמשה,2019,449
ערב אל נעים,2015,74
ערב אל נעים,2016,83
ערב אל נעים,2017,96
ערב אל נעים,2018,116
ערב אל נעים,2019,127
ערד,2015,"5,726"
ערד,2016,"6,214"
ערד,2017,"7,013"
ערד,2018,"7,399"
ערד,2019,"7,815"
ערוגות,2015,346
ערוגות,2016,379
ערוגות,2017,404
ערוגות,2018,422
ערוגות,2019,441
ערערה,2015,"5,070"
ערערה,2016,"5,546"
ערערה,2017,"6,046"
ערערה,2018,"6,435"
ערערה,2019,"6,835"
ערערה-בנגב,2015,"1,527"
ערערה-בנגב,2016,"1,677"
ערערה-בנגב,2017,"1,873"
ערערה-בנגב,2018,"1,965"
ערערה-בנגב,2019,"2,171"
עשרת,2015,470
עשרת,2016,496
עשרת,2017,517
עשרת,2018,542
עשרת,2019,569
עתלית,2015,"2,302"
עתלית,2016,"2,476"
עתלית,2017,"2,582"
עתלית,2018,"2,807"
עתלית,2019,"3,158"
עתניאל,2015,153
עתניאל,2016,166
עתניאל,2017,188
עתניאל,2018,192
עתניאל,2019,194
פארן,2015,184
פארן,2016,189
פארן,2017,196
פארן,2018,185
פארן,2019,203
פדואל,2015,360
פדואל,2016,413
פדואל,2017,457
פדואל,2018,486
פדואל,2019,542
פדויים,2015,120
פדויים,2016,143
פדויים,2017,152
פדויים,2018,164
פדויים,2019,176
פדיה,2015,295
פדיה,2016,301
פדיה,2017,315
פדיה,2018,335
פדיה,2019,370
פוריידיס,2015,"2,822"
פוריידיס,2016,"3,064"
פוריידיס,2017,"3,356"
פוריידיס,2018,"3,577"
פוריידיס,2019,"3,772"
פורייה - כפר עבודה,2015,124
פורייה - כפר עבודה,2016,141
פורייה - כפר עבודה,2017,152
פורייה - כפר עבודה,2018,156
פורייה - כפר עבודה,2019,161
פורייה - נווה עובד,2015,396
פורייה - נווה עובד,2016,434
פורייה - נווה עובד,2017,472
פורייה - נווה עובד,2018,487
פורייה - נווה עובד,2019,509
פורייה עילית,2015,402
פורייה עילית,2016,440
פורייה עילית,2017,488
פורייה עילית,2018,522
פורייה עילית,2019,550
פורת,2015,395
פורת,2016,443
פורת,2017,456
פורת,2018,479
פורת,2019,508
פטיש,2015,296
פטיש,2016,324
פטיש,2017,316
פטיש,2018,331
פטיש,2019,353
פלך,2015,20
פלך,2016,25
פלך,2017,29
פלך,2018,33
פלך,2019,40
פלמחים,2015,281
פלמחים,2016,293
פלמחים,2017,304
פלמחים,2018,309
פלמחים,2019,304
פני חבר,2015,48
פני חבר,2016,52
פני חבר,2017,64
פני חבר,2018,72
פני חבר,2019,82
פסגות,2015,487
פסגות,2016,510
פסגות,2017,549
פסגות,2018,571
פסגות,2019,593
פסוטה,2015,"1,077"
פסוטה,2016,"1,165"
פסוטה,2017,"1,235"
פסוטה,2018,"1,308"
פסוטה,2019,"1,339"
"פעמי תש""ז",2015,146
"פעמי תש""ז",2016,161
"פעמי תש""ז",2017,173
"פעמי תש""ז",2018,187
"פעמי תש""ז",2019,186
פצאל,2015,109
פצאל,2016,114
פצאל,2017,130
פצאל,2018,132
פצאל,2019,145
פקיעין (בוקייעה),2015,"1,806"
פקיעין (בוקייעה),2016,"1,955"
פקיעין (בוקייעה),2017,"2,057"
פקיעין (בוקייעה),2018,"2,215"
פקיעין (בוקייעה),2019,"2,333"
פקיעין חדשה,2015,145
פקיעין חדשה,2016,142
פקיעין חדשה,2017,163
פקיעין חדשה,2018,179
פקיעין חדשה,2019,181
פרדס חנה-כרכור,2015,"12,436"
פרדס חנה-כרכור,2016,"13,185"
פרדס חנה-כרכור,2017,"13,957"
פרדס חנה-כרכור,2018,"14,761"
פרדס חנה-כרכור,2019,"15,470"
פרדסייה,2015,"2,599"
פרדסייה,2016,"2,784"
פרדסייה,2017,"2,885"
פרדסייה,2018,"2,964"
פרדסייה,2019,"3,109"
פרוד,2015,177
פרוד,2016,200
פרוד,2017,215
פרוד,2018,234
פרוד,2019,249
פרזון,2015,126
פרזון,2016,133
פרזון,2017,140
פרזון,2018,142
פרזון,2019,148
פרי גן,2015,96
פרי גן,2016,99
פרי גן,2017,103
פרי גן,2018,108
פרי גן,2019,115
פתח תקווה,2015,"70,605"
פתח תקווה,2016,"74,927"
פתח תקווה,2017,"78,248"
פתח תקווה,2018,"81,064"
פתח תקווה,2019,"83,404"
פתחיה,2015,332
פתחיה,2016,352
פתחיה,2017,365
פתחיה,2018,363
פתחיה,2019,384
צאלים,2015,76
צאלים,2016,88
צאלים,2017,88
צאלים,2018,97
צאלים,2019,109
צביה,2015,118
צביה,2016,123
צביה,2017,128
צביה,2018,135
צביה,2019,146
צבעון,2015,27
צבעון,2016,29
צבעון,2017,37
צבעון,2018,75
צבעון,2019,85
צובה,2015,140
צובה,2016,143
צובה,2017,153
צובה,2018,161
צובה,2019,165
צוחר,2015,210
צוחר,2016,233
צוחר,2017,254
צוחר,2018,270
צוחר,2019,277
צופים,2015,591
צופים,2016,668
צופים,2017,723
צופים,2018,794
צופים,2019,821
צופית,2015,414
צופית,2016,412
צופית,2017,429
צופית,2018,442
צופית,2019,466
צופר,2015,150
צופר,2016,161
צופר,2017,178
צופר,2018,189
צופר,2019,198
צוקי ים,2015,93
צוקי ים,2016,85
צוקי ים,2017,87
צוקי ים,2018,89
צוקי ים,2019,92
צוקים,2015,84
צוקים,2016,82
צוקים,2017,99
צוקים,2018,98
צוקים,2019,103
צור הדסה,2015,"2,109"
צור הדסה,2016,"2,328"
צור הדסה,2017,"2,533"
צור הדסה,2018,"3,088"
צור הדסה,2019,"3,591"
צור יצחק,2015,"1,434"
צור יצחק,2016,"1,642"
צור יצחק,2017,"1,862"
צור יצחק,2018,"2,023"
צור יצחק,2019,"2,152"
צור משה,2015,918
צור משה,2016,939
צור משה,2017,982
צור משה,2018,"1,023"
צור משה,2019,"1,038"
צור נתן,2015,107
צור נתן,2016,121
צור נתן,2017,120
צור נתן,2018,128
צור נתן,2019,129
צוריאל,2015,136
צוריאל,2016,138
צוריאל,2017,155
צוריאל,2018,162
צוריאל,2019,168
צורית,2015,300
צורית,2016,329
צורית,2017,371
צורית,2018,394
צורית,2019,406
ציפורי,2015,334
ציפורי,2016,366
ציפורי,2017,383
ציפורי,2018,378
ציפורי,2019,408
צלפון,2015,288
צלפון,2016,303
צלפון,2017,317
צלפון,2018,352
צלפון,2019,358
צנדלה,2015,500
צנדלה,2016,539
צנדלה,2017,553
צנדלה,2018,585
צנדלה,2019,634
צפרייה,2015,267
צפרייה,2016,302
צפרייה,2017,325
צפרייה,2018,336
צפרייה,2019,348
צפרירים,2015,144
צפרירים,2016,142
צפרירים,2017,163
צפרירים,2018,174
צפרירים,2019,183
צפת,2015,"6,231"
צפת,2016,"6,574"
צפת,2017,"7,074"
צפת,2018,"7,314"
צפת,2019,"7,644"
צרופה,2015,332
צרופה,2016,360
צרופה,2017,380
צרופה,2018,401
צרופה,2019,407
צרעה,2015,241
צרעה,2016,259
צרעה,2017,274
צרעה,2018,261
צרעה,2019,272
קבוצת יבנה,2015,169
קבוצת יבנה,2016,167
קבוצת יבנה,2017,171
קבוצת יבנה,2018,168
קבוצת יבנה,2019,175
קדומים,2015,"1,025"
קדומים,2016,"1,099"
קדומים,2017,"1,184"
קדומים,2018,"1,231"
קדומים,2019,"1,245"
קדימה-צורן,2015,"6,963"
קדימה-צורן,2016,"7,475"
קדימה-צורן,2017,"7,953"
קדימה-צורן,2018,"8,353"
קדימה-צורן,2019,"8,680"
קדמת צבי,2015,173
קדמת צבי,2016,191
קדמת צבי,2017,206
קדמת צבי,2018,208
קדמת צבי,2019,233
קדר,2015,483
קדר,2016,531
קדר,2017,586
קדר,2018,587
קדר,2019,583
קדרון,2015,608
קדרון,2016,636
קדרון,2017,659
קדרון,2018,693
קדרון,2019,712
קדרים,2015,45
קדרים,2016,66
קדרים,2017,78
קדרים,2018,79
קדרים,2019,93
קוממיות,2015,24
קוממיות,2016,34
קוממיות,2017,39
קוממיות,2018,35
קוממיות,2019,36
קורנית,2015,292
קורנית,2016,306
קורנית,2017,327
קורנית,2018,349
קורנית,2019,367
קטורה,2015,28
קטורה,2016,26
קטורה,2017,28
קטורה,2018,26
קטורה,2019,25
קיסריה,2015,"3,071"
קיסריה,2016,"3,320"
קיסריה,2017,"3,462"
קיסריה,2018,"3,578"
קיסריה,2019,"3,738"
קלחים,2015,172
קלחים,2016,172
קלחים,2017,185
קלחים,2018,189
קלחים,2019,193
קליה,2015,114
קליה,2016,119
קליה,2017,140
קליה,2018,147
קליה,2019,153
קלנסווה,2015,"5,351"
קלנסווה,2016,"5,851"
קלנסווה,2017,"6,430"
קלנסווה,2018,"6,828"
קלנסווה,2019,"7,275"
קלע,2015,63
קלע,2016,71
קלע,2017,97
קלע,2018,103
קלע,2019,109
קציר,2015,"1,021"
קציר,2016,"1,028"
קציר,2017,"1,090"
קציר,2018,"1,120"
קציר,2019,"1,147"
קצר א-סר,2015,102
קצר א-סר,2016,119
קצר א-סר,2017,130
קצר א-סר,2018,190
קצר א-סר,2019,220
קצרין,2015,"2,299"
קצרין,2016,"2,413"
קצרין,2017,"2,547"
קצרין,2018,"2,718"
קצרין,2019,"2,697"
קריית אונו,2015,"13,079"
קריית אונו,2016,"13,613"
קריית אונו,2017,"14,091"
קריית אונו,2018,"14,499"
קריית אונו,2019,"14,778"
קריית ארבע,2015,"1,146"
קריית ארבע,2016,"1,236"
קריית ארבע,2017,"1,326"
קריית ארבע,2018,"1,406"
קריית ארבע,2019,"1,459"
קריית אתא,2015,"16,274"
קריית אתא,2016,"17,345"
קריית אתא,2017,"18,272"
קריית אתא,2018,"19,108"
קריית אתא,2019,"19,741"
קריית ביאליק,2015,"12,527"
קריית ביאליק,2016,"12,947"
קריית ביאליק,2017,"13,428"
קריית ביאליק,2018,"13,941"
קריית ביאליק,2019,"14,209"
קריית גת,2015,"11,296"
קריית גת,2016,"12,208"
קריית גת,2017,"13,005"
קריית גת,2018,"13,762"
קריית גת,2019,"14,715"
קריית טבעון,2015,"6,569"
קריית טבעון,2016,"6,837"
קריית טבעון,2017,"7,111"
קריית טבעון,2018,"7,395"
קריית טבעון,2019,"7,620"
קריית ים,2015,"9,915"
קריית ים,2016,"10,308"
קריית ים,2017,"10,683"
קריית ים,2018,"11,050"
קריית ים,2019,"11,381"
קריית יערים (מוסד),2015,6
קריית יערים (מוסד),2016,8
קריית יערים (מוסד),2017,10
קריית יערים (מוסד),2018,14
קריית יערים (מוסד),2019,15
קריית יערים,2015,517
קריית יערים,2016,578
קריית יערים,2017,681
קריית יערים,2018,768
קריית יערים,2019,885
קריית מוצקין,2015,"13,003"
קריית מוצקין,2016,"13,737"
קריית מוצקין,2017,"14,141"
קריית מוצקין,2018,"14,651"
קריית מוצקין,2019,"15,368"
קריית מלאכי,2015,"5,217"
קריית מלאכי,2016,"5,631"
קריית מלאכי,2017,"6,209"
קריית מלאכי,2018,"6,614"
קריית מלאכי,2019,"6,931"
קריית נטפים,2015,180
קריית נטפים,2016,199
קריית נטפים,2017,196
קריית נטפים,2018,198
קריית נטפים,2019,212
קריית ענבים,2015,111
קריית ענבים,2016,122
קריית ענבים,2017,112
קריית ענבים,2018,117
קריית ענבים,2019,132
קריית עקרון,2015,"3,421"
קריית עקרון,2016,"3,677"
קריית עקרון,2017,"3,887"
קריית עקרון,2018,"3,948"
קריית עקרון,2019,"4,053"
קריית שלמה,2018,1
קריית שלמה,2019,147
קריית שמונה,2015,"6,968"
קריית שמונה,2016,"7,283"
קריית שמונה,2017,"7,620"
קריית שמונה,2018,"7,858"
קריית שמונה,2019,"7,961"
קרני שומרון,2015,"2,060"
קרני שומרון,2016,"2,229"
קרני שומרון,2017,"2,399"
קרני שומרון,2018,"2,557"
קרני שומרון,2019,"2,685"
קשת,2015,160
קשת,2016,169
קשת,2017,191
קשת,2018,210
קשת,2019,224
ראמה,2015,"2,697"
ראמה,2016,"2,851"
ראמה,2017,"2,998"
ראמה,2018,"3,174"
ראמה,2019,"3,312"
ראס אל-עין,2015,96
ראס אל-עין,2016,94
ראס אל-עין,2017,96
ראס אל-עין,2018,105
ראס אל-עין,2019,114
ראס עלי,2015,113
ראס עלי,2016,125
ראס עלי,2017,132
ראס עלי,2018,151
ראס עלי,2019,157
ראש העין,2015,"15,933"
ראש העין,2016,"18,883"
ראש העין,2017,"21,234"
ראש העין,2018,"23,587"
ראש העין,2019,"26,200"
ראש פינה,2015,"1,278"
ראש פינה,2016,"1,344"
ראש פינה,2017,"1,436"
ראש פינה,2018,"1,542"
ראש פינה,2019,"1,576"
ראש צורים,2015,197
ראש צורים,2016,206
ראש צורים,2017,220
ראש צורים,2018,220
ראש צורים,2019,236
ראשון לציון,2015,"105,562"
ראשון לציון,2016,"137,936"
ראשון לציון,2017,"104,058"
ראשון לציון,2018,"107,713"
ראשון לציון,2019,"112,455"
רבבה,2015,402
רבבה,2016,450
רבבה,2017,513
רבבה,2018,562
רבבה,2019,597
רבדים,2015,195
רבדים,2016,212
רבדים,2017,232
רבדים,2018,265
רבדים,2019,293
רביבים,2015,86
רביבים,2016,92
רביבים,2017,113
רביבים,2018,135
רביבים,2019,144
רביד,2015,31
רביד,2016,30
רביד,2017,37
רביד,2018,32
רביד,2019,27
רגבה,2015,367
רגבה,2016,388
רגבה,2017,399
רגבה,2018,410
רגבה,2019,406
רגבים,2015,193
רגבים,2016,206
רגבים,2017,166
רגבים,2018,182
רגבים,2019,184
רהט,2015,"7,681"
רהט,2016,"8,734"
רהט,2017,"10,213"
רהט,2018,"11,180"
רהט,2019,"12,421"
רווחה,2015,182
רווחה,2016,197
רווחה,2017,213
רווחה,2018,217
רווחה,2019,216
רוויה,2015,105
רוויה,2016,116
רוויה,2017,129
רוויה,2018,141
רוויה,2019,138
רוחמה,2015,161
רוחמה,2016,177
רוחמה,2017,194
רוחמה,2018,203
רוחמה,2019,211
רומאנה,2015,199
רומאנה,2016,228
רומאנה,2017,243
רומאנה,2018,272
רומאנה,2019,317
רומת הייב,2015,471
רומת הייב,2016,523
רומת הייב,2017,566
רומת הייב,2018,585
רומת הייב,2019,610
רועי,2015,64
רועי,2016,70
רועי,2017,66
רועי,2018,75
רועי,2019,77
רותם,2015,43
רותם,2016,49
רותם,2017,44
רותם,2018,47
רותם,2019,43
רחוב,2015,133
רחוב,2016,152
רחוב,2017,161
רחוב,2018,171
רחוב,2019,179
רחובות,2015,"39,652"
רחובות,2016,"41,947"
רחובות,2017,"43,724"
רחובות,2018,"45,663"
רחובות,2019,"47,053"
רחלים,2015,113
רחלים,2016,129
רחלים,2017,156
רחלים,2018,174
רחלים,2019,183
ריחאנייה,2015,440
ריחאנייה,2016,468
ריחאנייה,2017,497
ריחאנייה,2018,512
ריחאנייה,2019,529
ריחן,2015,66
ריחן,2016,77
ריחן,2017,93
ריחן,2018,109
ריחן,2019,129
ריינה,2015,"4,038"
ריינה,2016,"4,380"
ריינה,2017,"4,712"
ריינה,2018,"4,968"
ריינה,2019,"5,225"
רימונים,2015,216
רימונים,2016,228
רימונים,2017,235
רימונים,2018,229
רימונים,2019,230
רינתיה,2015,367
רינתיה,2016,391
רינתיה,2017,408
רינתיה,2018,421
רינתיה,2019,414
רכסים,2015,"1,249"
רכסים,2016,"1,354"
רכסים,2017,"1,490"
רכסים,2018,"1,547"
רכסים,2019,"1,654"
רם-און,2015,320
רם-און,2016,343
רם-און,2017,364
רם-און,2018,361
רם-און,2019,375
רמות השבים,2015,707
רמות השבים,2016,717
רמות השבים,2017,746
רמות השבים,2018,784
רמות השבים,2019,798
רמות מאיר,2015,269
רמות מאיר,2016,275
רמות מאיר,2017,299
רמות מאיר,2018,313
רמות מאיר,2019,316
רמות מנשה,2015,329
רמות מנשה,2016,345
רמות מנשה,2017,377
רמות מנשה,2018,394
רמות מנשה,2019,413
רמות נפתלי,2015,211
רמות נפתלי,2016,225
רמות נפתלי,2017,236
רמות נפתלי,2018,252
רמות נפתלי,2019,241
רמות,2015,214
רמות,2016,226
רמות,2017,241
רמות,2018,259
רמות,2019,278
רמלה,2015,"19,247"
רמלה,2016,"20,749"
רמלה,2017,"21,929"
רמלה,2018,"22,651"
רמלה,2019,"23,542"
רמת גן,2015,"47,588"
רמת גן,2016,"48,521"
רמת גן,2017,"84,436"
רמת גן,2018,"86,581"
רמת גן,2019,"88,829"
רמת דוד,2015,166
רמת דוד,2016,177
רמת דוד,2017,177
רמת דוד,2018,171
רמת דוד,2019,168
רמת הכובש,2015,249
רמת הכובש,2016,274
רמת הכובש,2017,287
רמת הכובש,2018,292
רמת הכובש,2019,318
רמת השופט,2015,305
רמת השופט,2016,314
רמת השופט,2017,318
רמת השופט,2018,319
רמת השופט,2019,343
רמת השרון,2015,"18,955"
רמת השרון,2016,"19,391"
רמת השרון,2017,"19,966"
רמת השרון,2018,"20,481"
רמת השרון,2019,"20,887"
רמת יוחנן,2015,198
רמת יוחנן,2016,224
רמת יוחנן,2017,232
רמת יוחנן,2018,230
רמת יוחנן,2019,242
רמת ישי,2015,"2,976"
רמת ישי,2016,"3,105"
רמת ישי,2017,"3,244"
רמת ישי,2018,"3,321"
רמת ישי,2019,"3,406"
רמת מגשימים,2015,193
רמת מגשימים,2016,211
רמת מגשימים,2017,217
רמת מגשימים,2018,223
רמת מגשימים,2019,241
רמת צבי,2015,202
רמת צבי,2016,221
רמת צבי,2017,231
רמת צבי,2018,236
רמת צבי,2019,254
רמת רזיאל,2015,271
רמת רזיאל,2016,260
רמת רזיאל,2017,285
רמת רזיאל,2018,292
רמת רזיאל,2019,289
רמת רחל,2015,94
רמת רחל,2016,105
רמת רחל,2017,120
רמת רחל,2018,128
רמת רחל,2019,108
רנן,2015,200
רנן,2016,216
רנן,2017,227
רנן,2018,226
רנן,2019,233
רעים,2015,112
רעים,2016,117
רעים,2017,122
רעים,2018,123
רעים,2019,121
רעננה,2015,"28,310"
רעננה,2016,"29,457"
רעננה,2017,"30,287"
רעננה,2018,"31,289"
רעננה,2019,"31,956"
רקפת,2015,295
רקפת,2016,331
רקפת,2017,359
רקפת,2018,379
רקפת,2019,403
רשפון,2015,818
רשפון,2016,708
רשפון,2017,577
רשפון,2018,592
רשפון,2019,589
רשפים,2015,185
רשפים,2016,224
רשפים,2017,259
רשפים,2018,286
רשפים,2019,326
רתמים,2015,105
רתמים,2016,102
רתמים,2017,108
רתמים,2018,109
רתמים,2019,123
שאר ישוב,2015,230
שאר ישוב,2016,230
שאר ישוב,2017,233
שאר ישוב,2018,240
שאר ישוב,2019,241
שבי דרום,2018,23
שבי דרום,2019,34
שבי ציון,2015,383
שבי ציון,2016,421
שבי ציון,2017,454
שבי ציון,2018,487
שבי ציון,2019,489
שבי שומרון,2015,185
שבי שומרון,2016,204
שבי שומרון,2017,230
שבי שומרון,2018,252
שבי שומרון,2019,269
שבלי - אום אל-גנם,2015,"1,541"
שבלי - אום אל-גנם,2016,"1,629"
שבלי - אום אל-גנם,2017,"1,781"
שבלי - אום אל-גנם,2018,"1,896"
שבלי - אום אל-גנם,2019,"1,994"
שגב-שלום,2015,"1,040"
שגב-שלום,2016,"1,199"
שגב-שלום,2017,"1,356"
שגב-שלום,2018,"1,454"
שגב-שלום,2019,"1,567"
שדה אילן,2015,194
שדה אילן,2016,209
שדה אילן,2017,211
שדה אילן,2018,222
שדה אילן,2019,236
שדה אליהו,2015,117
שדה אליהו,2016,142
שדה אליהו,2017,139
שדה אליהו,2018,148
שדה אליהו,2019,132
שדה אליעזר,2015,337
שדה אליעזר,2016,352
שדה אליעזר,2017,352
שדה אליעזר,2018,369
שדה אליעזר,2019,363
שדה בוקר,2015,92
שדה בוקר,2016,106
שדה בוקר,2017,103
שדה בוקר,2018,118
שדה בוקר,2019,134
שדה דוד,2015,126
שדה דוד,2016,144
שדה דוד,2017,190
שדה דוד,2018,195
שדה דוד,2019,212
שדה ורבורג,2015,568
שדה ורבורג,2016,571
שדה ורבורג,2017,592
שדה ורבורג,2018,606
שדה ורבורג,2019,616
שדה יואב,2015,122
שדה יואב,2016,142
שדה יואב,2017,140
שדה יואב,2018,187
שדה יואב,2019,210
שדה יעקב,2015,260
שדה יעקב,2016,296
שדה יעקב,2017,308
שדה יעקב,2018,314
שדה יעקב,2019,322
שדה יצחק,2015,191
שדה יצחק,2016,201
שדה יצחק,2017,207
שדה יצחק,2018,221
שדה יצחק,2019,232
שדה משה,2015,212
שדה משה,2016,222
שדה משה,2017,233
שדה משה,2018,234
שדה משה,2019,231
שדה נחום,2015,201
שדה נחום,2016,226
שדה נחום,2017,254
שדה נחום,2018,273
שדה נחום,2019,297
שדה נחמיה,2015,324
שדה נחמיה,2016,359
שדה נחמיה,2017,382
שדה נחמיה,2018,387
שדה נחמיה,2019,416
שדה ניצן,2015,134
שדה ניצן,2016,137
שדה ניצן,2017,135
שדה ניצן,2018,151
שדה ניצן,2019,168
שדה עוזיהו,2015,452
שדה עוזיהו,2016,502
שדה עוזיהו,2017,513
שדה עוזיהו,2018,539
שדה עוזיהו,2019,580
שדה צבי,2015,207
שדה צבי,2016,228
שדה צבי,2017,231
שדה צבי,2018,234
שדה צבי,2019,250
שדות ים,2015,256
שדות ים,2016,275
שדות ים,2017,300
שדות ים,2018,314
שדות ים,2019,335
שדות מיכה,2015,125
שדות מיכה,2016,133
שדות מיכה,2017,136
שדות מיכה,2018,144
שדות מיכה,2019,147
שדי אברהם,2015,95
שדי אברהם,2016,98
שדי אברהם,2017,116
שדי אברהם,2018,130
שדי אברהם,2019,124
שדי חמד,2015,371
שדי חמד,2016,404
שדי חמד,2017,571
שדי חמד,2018,461
שדי חמד,2019,451
שדי תרומות,2015,206
שדי תרומות,2016,211
שדי תרומות,2017,225
שדי תרומות,2018,232
שדי תרומות,2019,247
שדמה,2015,188
שדמה,2016,203
שדמה,2017,230
שדמה,2018,252
שדמה,2019,252
שדמות דבורה,2015,220
שדמות דבורה,2016,243
שדמות דבורה,2017,243
שדמות דבורה,2018,245
שדמות דבורה,2019,250
שדמות מחולה,2015,133
שדמות מחולה,2016,134
שדמות מחולה,2017,157
שדמות מחולה,2018,178
שדמות מחולה,2019,183
שדרות,2015,"5,805"
שדרות,2016,"6,300"
שדרות,2017,"6,995"
שדרות,2018,"7,648"
שדרות,2019,"8,262"
שואבה,2015,276
שואבה,2016,296
שואבה,2017,281
שואבה,2018,286
שואבה,2019,280
שובה,2015,215
שובה,2016,242
שובה,2017,256
שובה,2018,268
שובה,2019,272
שובל,2015,172
שובל,2016,190
שובל,2017,243
שובל,2018,251
שובל,2019,268
שוהם,2015,"7,267"
שוהם,2016,"7,636"
שוהם,2017,"7,952"
שוהם,2018,"8,333"
שוהם,2019,"8,552"
שומרה,2015,152
שומרה,2016,156
שומרה,2017,155
שומרה,2018,164
שומרה,2019,171
שומרייה,2015,94
שומרייה,2016,102
שומרייה,2017,121
שומרייה,2018,131
שומרייה,2019,143
שוקדה,2015,97
שוקדה,2016,118
שוקדה,2017,127
שוקדה,2018,136
שוקדה,2019,144
שורש,2015,444
שורש,2016,531
שורש,2017,568
שורש,2018,549
שורש,2019,581
שורשים,2015,177
שורשים,2016,187
שורשים,2017,198
שורשים,2018,199
שורשים,2019,224
שושנת העמקים,2015,180
שושנת העמקים,2016,180
שושנת העמקים,2017,176
שושנת העמקים,2018,171
שושנת העמקים,2019,185
שזור,2015,145
שזור,2016,156
שזור,2017,158
שזור,2018,173
שזור,2019,181
שחר,2015,220
שחר,2016,233
שחר,2017,245
שחר,2018,267
שחר,2019,268
שחרות,2015,41
שחרות,2016,43
שחרות,2017,43
שחרות,2018,47
שחרות,2019,56
שיבולים,2015,111
שיבולים,2016,119
שיבולים,2017,129
שיבולים,2018,132
שיבולים,2019,130
שייח' דנון,2015,666
שייח' דנון,2016,734
שייח' דנון,2017,820
שייח' דנון,2018,873
שייח' דנון,2019,920
שילה,2015,600
שילה,2016,672
שילה,2017,742
שילה,2018,799
שילה,2019,850
שילת,2015,326
שילת,2016,358
שילת,2017,387
שילת,2018,416
שילת,2019,451
שכניה,2015,244
